address,lat,lng,district,publand,robbery,urban_proj,monitor,idle,school,park,mrt,rob,output,STD_publand,STD_robbery,STD_urban_proj,STD_monitor ,STD_idle,DistanceType1_School,DistanceType1_Park,DistanceType1_MRT,DistanceType1_ROB,DistanceType2_School,DistanceType2_Park,DistanceType2_MRT,DistanceType2_ROB,MonitorType1,MonitorType2,Feature1 ,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8
台灣省臺北市中山區華陰街23號,25.0492913,121.5199589,中山區,7723327.91,4,1368.209961,1440,1361.68,0.09179477483,0.1000760894,0.1705739499,0.1601467357,0,-0.5514583321,0.4160574372,-0.6359520676,0.3222122379,2.652278271,1,1,1,1,1,1,1,1,0,1,0.001566971126,8,3,0.07248896284,0.0001112130109,5363.42216,17.73615688,1
台灣省臺北市文山區保儀路16號,24.9884337,121.5685202,文山區,15745617.73,1,3150.9,1350,943.56,0.148841491,0.2361105014,0.6031959728,3.275092829,0,0.1594396043,-0.8006438631,0.1754780805,0.04715235683,1.542073942,1,1,1,0,1,0,1,0,0,1,0.02119813964,5,2,0.4940739826,0.002425994688,11663.42054,24.27161609,0
台灣省臺北市大同區甘谷街12號,25.0527328,121.511404,大同區,2253601.36,6,568.15,868,0,0.4361208149,0.1838289117,0.2830021192,0.2063229964,0,-1.036160008,1.227191637,-1.000116762,-1.425946117,-0.963293887,0,1,1,1,0,1,1,1,0,0,0.02268873689,6,2,0.1289931208,0.0002376993046,2596.314931,20.97042557,1
台灣省臺北市松山區塔悠路2號,25.0497417,121.5719248,松山區,4973385.2,0,928.78,1129,97.8,0.3284287511,0.1369754556,0.5054247977,0.750186381,0,-0.7951454391,-1.206210963,-0.8359681728,-0.6282724622,-0.7036124956,1,1,1,1,0,1,1,1,0,0,0.02273738254,7,2,0.9708290045,0.0006644697795,4405.124181,22.14221702,0
台灣省臺北市士林區士東路15號,25.1119432,121.5268148,士林區,28233710.05,2,6236.82,1480,457.06,0.06014992218,0.1183253303,0.9693421607,2.024209268,0,1.266076146,-0.395076763,1.580101693,0.4444610739,0.2503050575,1,1,1,1,1,1,0,0,0,1,0.006899059613,6,2,0.3826058044,0.001367708965,19076.83111,25.81814465,0
台灣省臺北市中正區忠孝西路14號,25.0468188,121.5138939,中正區,4852832.46,4,760.71,1869,368.2,0.5752555779,0.1336400004,0.2653330498,0.7246979018,0,-0.8058282611,0.4160574372,-0.9124688892,1.633331004,0.01436141284,0,1,1,1,0,1,1,1,1,1,0.02039805018,6,2,0.1948457256,0.0003877463359,2596.486067,21.36763512,1
台灣省臺北市信義區松信路33號,25.0481561,121.5722991,信義區,5953425.42,1,1120.77,1012,282.6,0.215292839,0.08626945233,0.5561324117,0.6162158056,0,-0.7082988422,-0.8006438631,-0.7485797482,-0.9858503075,-0.2129261854,1,1,1,1,1,1,1,1,0,0,0.0103291559,8,3,0.4288473515,0.0006089088988,5882.831443,22.33069826,1
台灣省臺北市北投區義理街31號,25.1167669,121.5153745,北投區,32634930.67,3,5682.16,1300,379.25,0.01992101216,0.07866022447,0.1249609164,1.444067378,0,1.656091805,0.01049033709,1.327636129,-0.1056586882,0.04370169275,1,1,1,1,1,1,1,0,0,0,0.0001958126674,7,3,0.05588553827,0.00111082106,25103.79282,25.87690477,1
台灣省臺北市大安區長興街24號,25.016837,121.5445486,大安區,7146045.27,1,1136.14,1851,139.95,0.3314443612,0.6018972569,0.6436752886,1.520164674,0,-0.6026144293,-0.8006438631,-0.7415837583,1.578319028,-0.5916945953,1,0,1,1,0,0,0,0,1,1,0.1284102925,3,0,0.7885084533,0.0008212667065,3860.64034,22.68600766,0
台灣省臺北市中山區濱江街33號,25.0720212,121.5313519,中山區,7723327.91,4,1368.209961,1440,1361.68,0.3684975003,0.2870581552,0.8603499865,0.8308754036,0,-0.5514583321,0.4160574372,-0.6359520676,0.3222122379,2.652278271,1,1,1,1,0,0,0,1,0,1,0.09100800451,5,0,0.3031811284,0.0005769968081,5363.42216,17.73615688,0
台灣省臺北市北投區榮華三路33號,25.1139699,121.5208363,北投區,32634930.67,3,5682.16,1300,379.25,0.1946448129,0.1755234072,0.4589131039,1.476888712,0,1.656091805,0.01049033709,1.327636129,-0.1056586882,0.04370169275,1,1,1,1,1,1,1,0,0,0,0.01567863804,7,3,0.207270331,0.00113606824,25103.79282,25.87690477,1
台灣省臺北市中山區吉林路16號,25.0506437,121.5298526,中山區,7723327.91,4,1368.209961,1440,1361.68,0.08809930505,0.1130998013,0.3517134363,0.8953266757,0,-0.5514583321,0.4160574372,-0.6359520676,0.3222122379,2.652278271,1,1,1,1,1,1,1,1,0,1,0.003504477566,8,3,0.1105825085,0.0006217546359,5363.42216,17.73615688,1
台灣省臺北市士林區重慶北路4號,25.0827383,121.512261,士林區,28233710.05,2,6236.82,1480,457.06,0.1944802451,0.148245297,1.143526333,0.8977552214,0,1.266076146,-0.395076763,1.580101693,0.4444610739,0.2503050575,1,1,1,1,1,1,0,1,0,1,0.03296875809,7,2,0.4954172919,0.0006065913658,19076.83111,25.81814465,0
台灣省臺北市萬華區國興路33號,25.0271452,121.5054983,萬華區,3740889.23,9,885.22,1009,0,0.09304862955,0.1592953104,0.9122037312,0.7348151111,0,-0.904363488,2.443892938,-0.8557954543,-0.9950189702,-0.963293887,1,1,1,1,1,1,0,1,0,0,0.01352087556,7,2,0.1164547671,0.0007282607642,3707.521536,21.9206701,0
台灣省臺北市大安區臨江街20號,25.0294734,121.5566333,大安區,7146045.27,1,1136.14,1851,139.95,0.1479668675,0.1757705515,0.5662074792,2.640153466,0,-0.6026144293,-0.8006438631,-0.7415837583,1.578319028,-0.5916945953,1,1,1,0,1,1,1,0,1,1,0.01472604749,6,3,0.4449724491,0.001426338988,3860.64034,22.68600766,1
台灣省臺北市內湖區陽光街6號,25.077145,121.5883378,內湖區,11254761.59,1,3157.87,1370,0,0.051701796,0.2038886585,0.3889860679,3.31671937,0,-0.2385191374,-0.8006438631,0.1786506277,0.1082767748,-0.963293887,1,1,1,0,1,1,1,0,0,1,0.004100461559,6,3,0.3222882612,0.002420963044,8215.154445,24.29395488,1
台灣省臺北市士林區中山北路29號,25.1193025,121.5305149,士林區,28233710.05,2,6236.82,1480,457.06,0.3653455046,0.08023347715,1.809028745,2.863963278,0,1.266076146,-0.395076763,1.580101693,0.4444610739,0.2503050575,1,1,0,0,0,1,0,0,0,1,0.05302795142,3,1,0.751535909,0.001935110323,19076.83111,25.81814465,0
台灣省臺北市北投區中華街21號,25.14182,121.502405,北投區,32634930.67,3,5682.16,1300,379.25,0.176296756,0.2152319166,0.2953548371,0.6516307269,0,1.656091805,0.01049033709,1.327636129,-0.1056586882,0.04370169275,1,1,1,1,1,0,1,1,0,0,0.01120714735,7,2,0.1717208774,0.0005012544053,25103.79282,25.87690477,0
台灣省臺北市信義區松壽路20號,25.0352187,121.5672369,信義區,5953425.42,1,1120.77,1012,282.6,0.4621317494,0.1973665283,0.3407664009,1.472792843,0,-0.7082988422,-0.8006438631,-0.7485797482,-0.9858503075,-0.2129261854,0,1,1,1,0,1,1,0,0,0,0.03108107818,5,2,0.5001323393,0.001455328896,5882.831443,22.33069826,1
台灣省臺北市信義區松勤街34號,25.0320961,121.5604068,信義區,5953425.42,1,1120.77,1012,282.6,0.3288431272,0.1353213204,0.1657938152,2.414191771,0,-0.7082988422,-0.8006438631,-0.7485797482,-0.9858503075,-0.2129261854,1,1,1,1,0,1,1,0,0,0,0.007377739588,6,2,0.3149791314,0.002385564991,5882.831443,22.33069826,0
台灣省臺北市南港區福山街25號,25.045871,121.61642,南港區,9032463.69,0,2184.24,738,0,0.0746039045,0.04979276619,0.5765247308,1.806682291,0,-0.4354488204,-1.206210963,-0.2645182452,-1.823254834,-0.963293887,1,1,1,1,1,1,1,0,0,0,0.002141636466,7,3,0.7009214015,0.002448078986,12239.11069,23.70535894,1
台灣省臺北市士林區通河街1號,25.0798933,121.5242278,士林區,28233710.05,2,6236.82,1480,457.06,0.1459453452,0.03194097262,0.2722037131,0.8671241885,0,1.266076146,-0.395076763,1.580101693,0.4444610739,0.2503050575,1,1,1,1,1,1,1,1,0,1,0.001268914703,8,3,0.1500300103,0.000585894722,19076.83111,25.81814465,1
台灣省臺北市南港區同德路11號,25.0451807,121.5840346,南港區,9032463.69,0,2184.24,738,0,0.2106376506,0.1084373906,0.08725627827,0.9757136828,0,-0.4354488204,-1.206210963,-0.2645182452,-1.823254834,-0.963293887,1,1,1,1,1,1,1,1,0,0,0.001993020407,8,3,0.4063313195,0.001322105261,12239.11069,23.70535894,1
台灣省臺北市大安區信義路11號,25.0336024,121.5440833,大安區,7146045.27,1,1136.14,1851,139.95,0.09257097395,0.09684854604,0.03413866446,1.48443375,0,-0.6026144293,-0.8006438631,-0.7415837583,1.578319028,-0.5916945953,1,1,1,1,1,1,1,0,1,1,0.0003060655613,7,3,0.1117790922,0.0008019631281,3860.64034,22.68600766,1
台灣省臺北市內湖區大湖山莊街5號,25.088913,121.599231,內湖區,11254761.59,1,3157.87,1370,0,0.1692843434,0.152162634,0.6366326594,3.223185514,0,-0.2385191374,-0.8006438631,0.1786506277,0.1082767748,-0.963293887,1,1,1,0,1,1,0,0,0,1,0.01639886253,5,2,0.4790398184,0.002352690156,8215.154445,24.29395488,0
台灣省臺北市北投區天母北路34號,25.1200752,121.5263292,北投區,32634930.67,3,5682.16,1300,379.25,0.04741937516,0.1285397853,1.388287692,2.443145945,0,1.656091805,0.01049033709,1.327636129,-0.1056586882,0.04370169275,1,1,1,1,1,1,0,0,0,0,0.008461997073,6,2,0.3910617132,0.001879343035,25103.79282,25.87690477,0
台灣省臺北市北投區中央南路16號,25.1328574,121.5014133,北投區,32634930.67,3,5682.16,1300,379.25,0.1719828586,0.238146728,0.3465023952,1.044105431,0,1.656091805,0.01049033709,1.327636129,-0.1056586882,0.04370169275,1,1,1,1,1,0,1,1,0,0,0.01419175232,7,2,0.1891579954,0.0008031580235,25103.79282,25.87690477,0
台灣省臺北市信義區信義路24號,25.0220806,121.5743492,信義區,5953425.42,1,1120.77,1012,282.6,0.4616464768,0.4111418924,1.075494553,1.446967446,0,-0.7082988422,-0.8006438631,-0.7485797482,-0.9858503075,-0.2129261854,0,0,1,1,0,0,0,0,0,0,0.2041312388,2,0,0.9741414611,0.001429809729,5882.831443,22.33069826,0
台灣省臺北市士林區中庸一路19號,25.134183,121.5501764,士林區,28233710.05,2,6236.82,1480,457.06,0.3044511919,0.5912721841,3.414012475,5.433638827,0,1.266076146,-0.395076763,1.580101693,0.4444610739,0.2503050575,1,0,0,0,0,0,0,0,0,1,0.6145684069,1,0,1.436578617,0.003671377586,19076.83111,25.81814465,0
台灣省臺北市中正區莒光路7號,25.0310195,121.5074935,中正區,4852832.46,4,760.71,1869,368.2,0.2197474739,0.5244193202,0.5379508991,0.6799835633,0,-0.8058282611,0.4160574372,-0.9124688892,1.633331004,0.01436141284,1,0,1,1,1,0,1,1,1,1,0.06199336525,6,2,0.2564235386,0.0003638221312,2596.486067,21.36763512,1
